Time,ASL,GForce,TrueHeight,VerticalSpeed
12197.527500009797,2642.5824689206493,0.16171511764576962,3.811554,0.00016818148852126846
12197.547500009794,2642.5824689206493,0.16171511764576962,3.811554,0.00016818148852126846
12197.587500009788,2642.582477302669,0.16172509954024047,3.811556,0.00020856218827214335
12197.627500009781,2642.58248612631,0.16171472577287097,3.811559,0.00019771766471654573
12197.647500009778,2642.5824898897263,0.16171740928865244,3.811559,0.000176045602189423
12197.687500009772,2642.582499515265,0.16173394885972373,3.811557,0.0002378365231575641
12197.707500009768,2642.582503711077,0.1617283422962454,3.811564,0.00022265781746544366
12197.727500009765,2642.5825086627447,0.1617249742889693,3.811559,0.0002254897664629718
12197.767500009759,2642.582517598523,0.16173096220530425,3.811557,0.00023042124148398013
12197.787500009756,2642.582522097713,0.16172005518552446,3.811561,0.0002042879999167857
12197.82750000975,2642.5825296256808,0.16171489296335745,3.811564,0.00019167807286235572
12197.847500009746,2642.5825334306573,0.16171685339196334,3.811571,0.00017598984843814058
12197.88750000974,2642.5825407180528,0.16171648429770444,3.811566,0.0001804143443785433
12197.907500009736,2642.5825450095,0.16171200266350252,3.811569,0.00019305047931050812
12197.94750000973,2642.582553040498,0.16172639265641664,3.811564,0.00021697324083824743
12197.967500009727,2642.5825566497806,0.16171502144958208,3.811571,0.0001767537943925257
12198.00750000972,2642.5825647277234,0.16170183694101023,3.811569,0.000168210638656352
12198.027500009717,2642.582568798214,0.16171587495586395,3.811569,0.00020525241566504704
12198.047500009714,2642.582572014653,0.16170853947037464,3.811573,0.0001548049215990277
12198.087500009708,2642.5825788588263,0.16169488905965856,3.811568,0.00016305034208929925
12198.127500009701,2642.582586042845,0.16169979740465876,3.811552,0.00016995731868141295
12198.147500009698,2642.582589723199,0.1617078657146413,3.811559,0.0001745543275695205
12198.167500009695,2642.582592972438,0.16169759596300706,3.811563,0.00016625372922940418
12198.207500009688,2642.582600945141,0.16171475224392556,3.81157,0.00019151179313614541
12198.227500009685,2642.5826048324234,0.1617145442027174,3.811566,0.0001939928223116949
12198.267500009679,2642.582611827558,0.16171149203919133,3.811564,0.0001726449941309438
12198.307500009672,2642.5826184068283,0.16170621016708941,3.811559,0.00016267305092565465
12198.32750000967,2642.58262248768,0.16171967800231749,3.811566,0.0001810824582515469
12198.347500009666,2642.582629835495,0.16171662477874132,3.811565,0.00018723133010833948
12198.38750000966,2642.5826331110147,0.16170108982200873,3.811569,0.00016786547558167442
12198.407500009656,2642.582636729465,0.16171393578187634,3.811564,0.00016813970828166713
12198.44750000965,2642.582643678412,0.16171501114380826,3.811558,0.00015895200913906837
12198.487500009644,2642.582651016157,0.16172219655619005,3.811556,0.00019538366903115723
12198.50750000964,2642.5826546310273,0.16171897249619197,3.811556,0.00018454683516933024
12198.527500009637,2642.5826586982876,0.16172176080138706,3.811555,0.000200580945119877
12198.56750000963,2642.582667131297,0.1617226773380006,3.811558,0.00020047276900869715
12198.607500009624,2642.582679103245,0.16172166638076366,3.811559,0.00022424649247987372
12198.647500009618,2642.582683737419,0.16172748224704447,3.811558,0.00022762417493904508
12198.687500009612,2642.5826924381254,0.16172674337621132,3.811569,0.0002054794731093379
12198.707500009608,2642.582696851401,0.16172744928330385,3.811565,0.00021560925599284353
12198.747500009602,2642.582705832523,0.16171731075660714,3.811568,0.00017475057241700398
12198.767500009599,2642.5827102037438,0.16171682805862772,3.811571,0.0001985052675507193
12198.807500009592,2642.5827189896954,0.16172284898235723,3.811561,0.0002030324439004083
12198.82750000959,2642.5827233738673,0.16172499877281724,3.811569,0.00021314999329535844
12198.867500009583,2642.582731046801,0.16172809518580405,3.811571,0.00019638363298579709
12198.88750000958,2642.5827351078915,0.16171181045159527,3.811571,0.0001869756879161466
12198.927500009573,2642.5827425827156,0.16170639137680357,3.811578,0.0001709161414081839
12198.967500009567,2642.582750712434,0.16171234701966483,3.811568,0.00019416980043263088
12199.027500009557,2642.5827620768105,0.16170122688501595,3.811569,0.00017432311624343555
12199.047500009554,2642.5827657174377,0.1617028814727635,3.811569,0.00018419118460299977
12199.087500009548,2642.58277266167,0.16169693811106822,3.811572,0.0001387326383138765
12199.107500009544,2642.5827764991554,0.1617038069696896,3.811576,0.00017580681893802907
12199.147500009538,2642.582782938902,0.1617109541208595,3.81157,0.00016298367729783436
12199.167500009535,2642.5827860932914,0.16170421457221076,3.811569,0.00016030050025961362
12199.187500009532,2642.5827895670373,0.1617083072751632,3.811568,0.00017764032342471037
12199.207500009528,2642.5827925285557,0.16169838366651407,3.811567,0.00014195704601993597
12199.247500009522,2642.5828029103577,0.16170694273375488,3.81157,0.00016888207746024175
12199.287500009515,2642.5828066296235,0.16171494064003447,3.811557,0.00019084712915906632
12199.307500009512,2642.582810949156,0.16171575365515536,3.811564,0.00019442618194409622
12199.32750000951,2642.5828149302106,0.16172125761735912,3.811564,0.00019956729307590848
12199.367500009503,23633.544344747177,0.0,-1.0,1.276432801381016
12199.427500009493,23633.544390593044,0.0,-1.0,1.2764328016689153
12199.467500009487,23633.5443075042,0.0,-1.0,1.2764328015380872
12199.487500009483,23633.54430750414,0.0,-1.0,1.2764328015385034
12199.527500009477,23633.54430750417,0.0,-1.0,1.2764328015385022
12199.547500009474,23633.5443075042,0.0,-1.0,1.276432801538088
12199.587500009467,23633.5443075042,0.0,-1.0,1.2764328015380948
12199.607500009464,23633.54430750417,0.0,-1.0,1.276432801538502
12199.627500009461,23633.5443075042,0.0,-1.0,1.2764328015380866
12199.667500009455,23633.544307504257,0.0,-1.0,1.2764328015380877
