Time,ASL,GForce,TrueHeight,VerticalSpeed
16368.699162393415,2636.664915024274,0.16606657193332394,3.921709,0.01908985151256526
16368.719162393412,2636.665309863107,0.1659634718887331,3.921888,0.019653630845525738
16368.739162393409,2636.6661309172923,0.1657348473297913,3.922213,0.020697518205764265
16368.759162393406,2636.6661309172923,0.1657348473297913,3.922213,0.020697518205764265
16368.779162393403,2636.6665556724474,0.165602202143745,3.922385,0.021166394732498484
16368.7991623934,2636.666989073652,0.1654639201185854,3.922568,0.021586493432467213
16368.819162393396,2636.667429601628,0.16532414603975065,3.922748,0.021967382753779408
16368.839162393393,2636.6678770913277,0.16517454230821518,3.922945,0.022326969102908878
16368.85916239339,2636.668331198016,0.16502837545953433,3.923121,0.022673686705348528
16368.879162393387,2636.6687902185367,0.16486810139766292,3.923299,0.02293407857307672
16368.899162393383,2636.669255168963,0.16471741381268945,3.923494,0.023222246857313555
16368.91916239338,2636.6697250915167,0.16455763950764574,3.923662,0.023486827082920936
16368.939162393377,2636.6701976534678,0.16439221696524925,3.923864,0.02363233463532044
16368.959162393374,2636.670672350767,0.1642036592214005,3.924063,0.02374592237232509
16368.97916239337,2636.6711483132967,0.16402635337744567,3.924259,0.023837312750476514
16368.999162393367,2636.672104170604,0.1636762360114478,3.924645,0.02395495282121063
16369.019162393364,2636.672104170604,0.1636762360114478,3.924645,0.02395495282121063
16369.039162393361,2636.6788217357243,0.24301913217223317,3.931051,0.3353996349524062
16369.059162393358,2636.691382967081,0.3173378457587658,3.943303,0.6269632109035415
16369.079162393355,2636.709364687762,0.38635058324607896,3.96091,0.8978041137742494
16369.119162393348,2636.761669525702,0.5241976515573793,4.01226,1.4388577587532017
16369.139162393345,2636.795570883027,0.5893656453996214,4.045449,1.6946537572456806
16369.159162393342,2636.8343649508606,0.6523273257590984,4.083318,1.941895790734289
16369.179162393339,2636.877862623951,0.7134011795296428,4.125621,2.181803720430019
16369.199162393335,2636.9268504907086,0.7849291802560648,4.173357,2.4628031955312037
16369.219162393332,2636.9813004847383,0.8564949314833185,4.226537,2.7436731788301922
16369.239162393329,2637.041502581211,0.9280526107738569,4.285408,3.024723438567124
16369.259162393326,2637.178140061762,1.071042474442402,4.419278,3.586912117814847
16369.279162393323,2637.254557247972,1.1424017056502462,4.494291,3.8677067981126436
16369.29916239332,2637.254557247972,1.1424017056502462,4.494291,3.8677067981126436
16369.319162393316,2637.3363752486184,1.2136341447862427,4.574669,4.148024573744211
16369.339162393313,2637.4236046242877,1.2847557958823108,4.660451,4.427708869171457
16369.35916239331,2637.516262510064,1.3557522386159369,4.751676,4.70666439707515
16369.379162393307,2637.6143677843793,1.4266306851698647,4.848324,4.984820720068923
16369.399162393303,2637.717941856128,1.4973986554341174,4.950423,5.262139865649223
16369.4191623933,2637.8270087728743,1.5680909720022003,5.058046,5.538616317708199
16369.439162393297,2637.9415934121644,1.5595567996442983,5.171153,5.81426175074531
16369.459162393294,2638.0617167753226,1.5561873086532327,5.289788,6.089105389729134
16369.47916239329,2638.1874041156843,1.5581839454221524,5.414005,6.363186222594628
16369.499162393287,2638.31867490054,1.559149675198191,5.543778,6.636550295929599
16369.519162393284,2638.4555499456765,1.5628321351746617,5.679142,6.909260520336355
16369.539162393281,2638.598045692692,1.569164260080721,5.820103,7.181387947994979
16369.559162393278,2638.7461796196876,1.5778199927774348,5.966692,7.452996590736911
16369.579162393275,2638.8999640676775,1.5884609376947785,6.118927,7.724168959512003
16369.599162393271,2639.0594105012133,1.589013937307565,6.276791,7.994975949908976
16369.619162393268,2639.2245274102024,1.5900855511748846,6.440309,8.265505882756369
16369.639162393265,2639.395321362186,1.5912094228998812,6.609492,8.535836098088787
16369.659162393262,2639.5717962818744,1.5923287905268044,6.784318,8.80608549085166
16369.679162393259,2639.753950746439,1.5933900093034632,6.964811,9.0763746799182
16369.699162393255,2639.941780748137,1.5943591290689494,7.150955,9.34686215097627
16369.719162393252,2640.1352778483706,1.595216015100302,7.342751,9.617691796022678
16369.739162393249,2640.334430045972,1.5959552375480366,7.540166,9.888987994729849
16369.759162393246,2640.5392239373177,1.596585864627298,7.74319,10.160861669016974
16369.779162393243,2640.7496416243084,1.5971158945295265,7.951856,10.433407253793865
16369.79916239324,2640.9656664832437,1.5975522139681653,8.166061,10.70671091670421
16369.819162393236,2641.1872795051604,1.5978952093249967,8.385848,10.980826593030123
16369.839162393233,2641.4144611678785,1.5981426222126986,8.61115,11.25579651228577
16369.85916239323,2641.64719210926,1.5982962163079364,8.841993,11.531652748804918
16369.879162393227,2642.129237096291,1.5983188047548742,9.320135,12.085934542279851
16369.899162393223,2642.129237096291,1.5983188047548742,9.320135,12.085934542279851
16369.91916239322,2642.378522826737,1.5982000052018939,9.567425,12.364291319305563
16369.939162393217,2642.893575738941,1.5977586438425524,10.07837,12.923151391408283
16369.959162393214,2642.893575738941,1.5977586438425524,10.07837,12.923151391408283
16369.97916239321,2643.1593343358836,1.5974674187822056,10.342,13.203492484190267
16369.999162393207,2643.4305827054486,1.5971600546786002,10.61108,13.484339676726597
16370.019162393204,2643.7073229781236,1.596856398527416,10.88563,13.765598737284753
16370.039162393201,2643.989563062554,1.59658641614375,11.16563,14.04720657734952
16370.059162393198,2644.2773130795395,1.5963662906417242,11.45109,14.329089011347826
16370.079162393195,2644.5705821513257,1.596221818025552,11.74204,14.611193117342424
16370.099162393191,2644.8693845348607,1.5961671450566348,12.03848,14.893476597888247
16370.119162393188,2645.173731963907,1.5962108004203617,12.34042,15.17590178152548
